X,Y,Z
-12.429435631341061,-4.536643115725011,-4.536643115725018
100.0,0.0,0.0
-12.429435631341036,104.53664311572511,-4.5366431157250275
100.0,100.0,0.0
-12.429435631341065,-4.536643115725012,104.5366431157251
100.0,0.0,100.0
100.0,100.0,100.0
-12.429435631341045,104.53664311572511,104.53664311572508
24.143296394389406,-4.429169487622834,-4.429169487622838
61.01218501338971,-3.8093048190391445,-3.8093048190391556
24.143296394389417,104.42916948762294,-4.42916948762284
61.01218501338972,103.80930481903923,-3.809304819039145
-12.46656007313385,31.82095536950687,-4.567851687124668
-12.466560073133858,68.17904463049322,-4.567851687124671
100.0,33.33333333333333,0.0
100.0,66.66666666666666,0.0
24.143296394389395,-4.429169487622834,104.4291694876229
61.01218501338971,-3.8093048190391285,103.8093048190392
100.0,33.33333333333333,100.0
100.0,66.66666666666666,100.0
61.01218501338971,103.80930481903923,103.8093048190392
24.14329639438942,104.42916948762294,104.42916948762291
-12.466560073133845,68.17904463049321,104.56785168712474
-12.466560073133863,31.820955369506866,104.56785168712476
-12.466560073133856,-4.567851687124659,31.82095536950686
-12.46656007313387,-4.567851687124656,68.17904463049321
100.0,0.0,33.33333333333333
100.0,0.0,66.66666666666666
100.0,100.0,33.33333333333333
100.0,100.0,66.66666666666666
-12.46656007313385,104.56785168712477,31.820955369506844
-12.466560073133842,104.56785168712477,68.1790446304932
24.043386311445605,31.844741528476874,-4.472561988781325
24.043386311445616,68.15525847152321,-4.47256198878132
60.880133485449136,32.173820311083,-3.9452345202181966
60.88013348544914,67.82617968891705,-3.945234520218184
24.0433863114456,-4.472561988781321,31.844741528476867
24.043386311445605,-4.472561988781311,68.15525847152318
60.880133485449136,-3.945234520218186,32.173820311082984
60.880133485449136,-3.945234520218175,67.82617968891704
100.0,33.33333333333333,33.33333333333333
100.0,33.33333333333333,66.66666666666666
100.0,66.66666666666666,33.33333333333333
100.0,66.66666666666666,66.66666666666666
24.04338631144562,104.47256198878142,31.84474152847686
24.043386311445616,104.47256198878142,68.15525847152318
60.880133485449136,103.94523452021826,32.17382031108299
60.880133485449136,103.94523452021826,67.82617968891704
-12.512882827542732,31.813951171990322,31.81395117199032
-12.512882827542722,31.81395117199033,68.18604882800975
-12.512882827542724,68.18604882800976,31.813951171990315
-12.51288282754272,68.18604882800976,68.18604882800975
24.0433863114456,31.84474152847688,104.4725619887814
24.043386311445616,68.15525847152321,104.4725619887814
60.880133485449136,32.173820311083006,103.94523452021825
60.880133485449136,67.82617968891705,103.94523452021824
23.934488722005398,31.832210935905728,31.832210935905714
23.934488722005398,31.83221093590573,68.16778906409434
23.934488722005398,68.16778906409435,31.832210935905717
23.9344887220054,68.16778906409435,68.16778906409434
60.74121570763619,32.14616012613052,32.1461601261305
60.74121570763619,32.14616012613052,67.85383987386952
60.741215707636194,67.85383987386955,32.14616012613051
60.741215707636194,67.85383987386955,67.85383987386953
