X,Y,Z
-0.08340606843929264,-0.03298221995376847,-0.03298221995376687
1.0,0.0,0.0
-0.08340606843929331,1.0329822199537666,-0.03298221995376764
1.0,1.0,0.0
-0.08340606843929164,-0.0329822199537676,1.0329822199537684
1.0,0.0,1.0
1.0,1.0,1.0
-0.08340606843929256,1.0329822199537682,1.032982219953768
0.2734285370736673,-0.03216974464049205,-0.03216974464049098
0.632291922219991,-0.029100951337490986,-0.02910095133749046
0.2734285370736668,1.032169744640491,-0.032169744640491674
0.6322919222199906,1.0291009513374907,-0.029100951337490657
-0.08395637438538087,0.3222860280929325,-0.033230381899377895
-0.08395637438538092,0.6777139719070657,-0.03323038189937824
1.0,0.3333333333333333,0.0
1.0,0.6666666666666666,0.0
0.27342853707366843,-0.032169744640491285,1.032169744640492
0.6322919222199914,-0.02910095133749078,1.0291009513374914
1.0,0.3333333333333333,1.0
1.0,0.6666666666666666,1.0
0.632291922219991,1.0291009513374916,1.029100951337491
0.27342853707366754,1.0321697446404925,1.0321697446404914
-0.0839563743853799,0.6777139719070672,1.0332303818993789
-0.08395637438537958,0.32228602809293344,1.0332303818993793
-0.08395637438538014,-0.03323038189937893,0.32228602809293416
-0.08395637438537992,-0.03323038189937867,0.6777139719070674
1.0,0.0,0.3333333333333333
1.0,0.0,0.6666666666666666
1.0,1.0,0.3333333333333333
1.0,1.0,0.6666666666666666
-0.08395637438538081,1.033230381899378,0.3222860280929333
-0.08395637438538073,1.0332303818993784,0.6777139719070667
0.27181559865151506,0.3222907208020296,-0.0327273518259758
0.2718155986515151,0.6777092791979694,-0.03272735182597594
0.6292855223610896,0.32466357889147907,-0.029832041402506594
0.6292855223610896,0.6753364211085208,-0.029832041402506636
0.2718155986515156,-0.032727351825976275,0.32229072080203064
0.27181559865151583,-0.032727351825976116,0.6777092791979704
0.6292855223610899,-0.029832041402506695,0.3246635788914793
0.6292855223610899,-0.029832041402506677,0.6753364211085212
1.0,0.3333333333333333,0.3333333333333333
1.0,0.3333333333333333,0.6666666666666666
1.0,0.6666666666666666,0.3333333333333333
1.0,0.6666666666666666,0.6666666666666666
0.2718155986515149,1.032727351825976,0.32229072080203
0.2718155986515152,1.0327273518259763,0.6777092791979697
0.6292855223610894,1.0298320414025068,0.324663578891479
0.6292855223610895,1.029832041402507,0.6753364211085208
-0.08456982626968465,0.3222264404692881,0.32222644046928894
-0.0845698262696842,0.32222644046928833,0.677773559530712
-0.08456982626968487,0.6777735595307112,0.3222264404692887
-0.08456982626968454,0.6777735595307115,0.6777735595307119
0.27181559865151605,0.3222907208020307,1.0327273518259767
0.27181559865151583,0.6777092791979706,1.0327273518259765
0.6292855223610901,0.3246635788914794,1.029832041402507
0.6292855223610899,0.6753364211085214,1.0298320414025068
0.2701940326856865,0.32218642276002596,0.3221864227600264
0.2701940326856867,0.32218642276002624,0.6778135772399743
0.2701940326856863,0.6778135772399738,0.3221864227600262
0.27019403268568654,0.6778135772399742,0.6778135772399742
0.6263362805265098,0.32453086925643165,0.3245308692564317
0.6263362805265099,0.3245308692564318,0.6754691307435685
0.6263362805265097,0.6754691307435684,0.32453086925643165
0.6263362805265098,0.6754691307435686,0.6754691307435684
